word	source	identifier
D-Fructose-6P	MESH	D005632
Sucrose	MESH	D013395
3-ketosucrose	MESH	C059956
UDP	MESH	D014530
glucose	MESH	D005947
Trehalose	MESH	D014199
D-Fructose	MESH	D005632
glucuronate	MESH	D005965
Ra-o-Glucose	MESH	D011883
Gluconate	MESH	D005942
2-Dehydro-3-deoxy	MESH	C036137
D-gluconate-6P	MESH	C030691
D-gluconate	MESH	C030691
O Glucose	MESH	D005947
Glucose	MESH	D005947
D-Glucono-1,5-lactone	MESH	C106477
B-D-Glucose	MESH	D005947
B-o-Glucose	MESH	D005947
Fructose	MESH	D005632
Arbutin-6P	MESH	D001104
Arbutin	MESH	D001104
Salicin	MESH	C005696
D-Ribulose-5P O4	MESH	C100182
B-o-Fructose-1,6P	MESH	D005632
Glyceraldehyde	MESH	D005985
Ribose	MESH	D012266
Glycerone	MESH	C003037
Purine	MESH	D011687
Pyrimidine	MESH	C030986
Histidine	MESH	C115717
Carbon	MESH	D002244
Phosphoenol	MESH	C015443
Oxalacetate		
Citrate	MESH	C102006
Acetyl	MESH	C011632
CoA	MESH	C065987
S-Acetyl	MESH	D013455
dihydrolipoamide	MESH	C007409
2-Hydroxy	MESH	D006880
ethyl-THPP124I	MESH	C014870
Lactate	MESH	D019344
Pyruvate	MESH	D011773
O Ethanol	MESH	D000431
Acetaldehyde	MESH	D000079
Acetate	MESH	D000085
