word	source	identifier
sterols	MESH	D013261
TCR	MESH	D017260
tyrosine		
NO2	MESH	C021591
sugar-phosphate	MESH	D013403
porphyrins	MESH	D011166
Sulfur	MESH	D013455
Be		
Iron	MESH	D007501
D O	MESH	D013481
Valine	MESH	C521924
leucine	MESH	C038361
isoleucine	MESH	C043801
GABA	MESH	D005680
carbohydrate	MESH	D002241
Phenylalanine	MESH	C119108
bile acids	MESH	D001647
Linoleic acid	MESH	D008041
sucrose	MESH	D013395
bile salts	MESH	D001647
24-hydraxycholesterol	MESH	C055039
Amino acid	MESH	D000596
Ascorbate	MESH	D001205
glucuronate	MESH	D005965
Porphyrin	MESH	D011166
chlorophyll	MESH	D002734
Retinol	MESH	D014801
Steroid	MESH	D013256
Ethanol	MESH	D000431
Tryptophan		
ATP	MESH	D000255
THC	MESH	D013759
