word	source	identifier
Pyruvate	MESH	D011773
Valine	MESH	C521924
Leucine	MESH	C038361
Citric Acid	MESH	D019343
Urea	MESH	D014508
Ketone	MESH	D007659
Camitine		
Linolenic Acid	MESH	D008042
Linoleic Acid	MESH	D008041
Phytanic Acid	MESH	D010831
Fatty Acids	MESH	D005227
Arginine	MESH	D001127
Proline	MESH	C489032
Saturated Fatty Acids	MESH	D005227
Glycine	MESH	D005998
Serine	MESH	C047902
Fatty acid	MESH	D005227
Glutamate		
Methionine	MESH	D008715
Folate	MESH	D005492
Spermidine	MESH	D013095
Spermine	MESH	D013096
Fatty Acid	MESH	D005227
