word	source	identifier
dUMP	MESH	C007267
malic acid	MESH	C030298
ribose 5-phosphate	MESH	C031626
ATMP	MESH	C034220
alpha-copper glutaric acid	MESH	C035736
dCDP	MESH	C045813
ACMP	MESH	C067724
Alanine	MESH	D000409
aldosterone	MESH	D000450
alpha-butanone acid	MESH	D002074
carnitine	MESH	D002331
cytidine	MESH	D003562
CTP++CDP	MESH	D003565
Fatty acid	MESH	D005227
fatty acid	MESH	D005227
fucose	MESH	D005643
Alanine-glucose	MESH	D005947
Glucose	MESH	D005947
glucose	MESH	D005947
Glutathione	MESH	D005978
Glycine	MESH	D005998
hydroperoxides	MESH	D006861
UMP	MESH	D014542
UTP	MESH	D014544
Glutamate	MESH	D018698
pyruvic acid	MESH	D019289
glucose-6-phosphate	MESH	D019298
GSSG	MESH	D019803
benzoic acid	MESH	D019817
