word	source	identifier
formate	MESH	D005561
Indoleamine		
TDO	MESH	C041303
Nicotinamide	MESH	D009536
L-Kynurenine	MESH	C029366
L-Tryptophan		
riboside	MESH	C011651
Nicotinamide rboside	MESH	D009536
N-Homylkyrnurenine	MESH	D009584
NADPH	MESH	D009249
Kynurenine	MESH	C029366
KMO	MESH	C410210
nicotinic acid	MESH	D009539
NADP	MESH	D009249
Ribose	MESH	D012266
Purine acleoside	MESH	D011687
phosphate	MESH	D010710
L-alanine	MESH	D000409
ATP	MESH	D000255
3-hydroxyanthranilic	MESH	D015095
ADP	MESH	D000244
Aminocarbonymuconate		
semialdehyde	MESH	C009338
3-Hydronyanttvanikc  acid	MESH	C039620
3-HAA	MESH	C048926
S-Hydrony-Lkynurenine	MESH	D013455
Aminocarboxymuconater		
emialdehyde		
ACMSO	MESH	C035120
Nicotinic acid	MESH	D009539
phosphoribosyl	MESH	C003130
NAMPT	MESH	C085455
2-Aminomuconate	MESH	C021591
semiaidehyde		
mononucleotide	MESH	D009537
NMN	MESH	C070650
tryptophan		
Quinolinic acid	MESH	D017378
Purine	MESH	D011687
Quinolinate	MESH	D017378
pyrophosphate	MESH	D011756
H0	MESH	C027727
nicotinamide	MESH	D009536
adenytyl		
L-glutamine		
L-glutamate		
adenine	MESH	D000225
Nicoinic Acid	MESH	D000596
NAPT	MESH	C033265
dinudeotide		
NADS	MESH	C055737
Nicotinic acid adenine	MESH	D000225
dinucleotide	MESH	C015772
NAAD	MESH	C053851
NAMN		
NAD	MESH	D009243
Nicotinamide riboside	MESH	C018613
