word	source	identifier
serine	MESH	C047902
palmitoyl	MESH	C032023
3-ketodihydrosphingosine	MESH	C002882
dihydrosphingosine	MESH	C005682
dihydroceramide	MESH	C109343
ceramide	MESH	D002518
UDP	MESH	D014530
glucose ceramide	MESH	D002518
ceramide-1-phosphate	MESH	C065576
glucosylceramide	MESH	D005963
sphingomyelin	MESH	D013109
glycosphingolipids	MESH	D006028
phosphoethanolamine	MESH	C005448
hexadecanal	MESH	C001647
sphingosine-1-phospate	MESH	D013110
sphingosine	MESH	D013110
sphingosine-1-phosphate	MESH	C060506
