word	source	identifier
GSSG	MESH	D019803
Glutathione	MESH	D005978
GSH	MESH	D005978
NADP	MESH	D009249
NADPH	MESH	D009249
D-glucono	MESH	C106477
lactone-6P	MESH	D007783
Cordycepin	MESH	C058120
glucose	MESH	D005947
D-glucose	MESH	D005947
D-gluconate-6P	MESH	C030691
D-ribulose-5P	MESH	C100182
Adenosine	MESH	D000241
D-fructose-6P	MESH	D005632
Homocysteine	MESH	D006710
D-fructose-1,6P	MESH	D005632
D-ribose-5P	MESH	D012266
SAH Methionine	MESH	D008715
Ethanol	MESH	D000431
Methionine	MESH	D008715
Glyceraldehyde	MESH	D005985
NAD	MESH	D009243
NADH	MESH	D009243
LAcetoacetyl		
Acetaldehyde Acetate	MESH	D000079
Heme	MESH	D006418
Pyruvate L-Valine	MESH	D011773
Protoporphyrinogen	MESH	C011539
Glycerate-2P	MESH	C008885
Phosphoenol	MESH	C015443
Acetyl-CoA	MESH	D000105
pyruvate	MESH	D011773
citrate	MESH	C102006
Coproporphyrinogen	MESH	D003305
Oxaloacetate	MESH	D010071
Glycine	MESH	D005998
Isocitrate	MESH	D007523
TCA	MESH	C000589078
Succinyl-CoA	MESH	C012046
Glutamate		
Succinate	MESH	D013386
GABA	MESH	D005680
semialdehyde	MESH	C009338
