word	source	identifier
phenylpropanoid	MESH	C520402
tyrosine		
phenylalanine	MESH	C119108
Flavonoid	MESH	D005419
flavones	MESH	C043562
isoflavones	MESH	D007529
flavanones	MESH	D044950
flavonols	MESH	D044948
anthocyanins	MESH	D000872
tannins	MESH	D047348
4-coumaroyl-CoA	MESH	C058644
suberin	MESH	C065875
stilbenes	MESH	D013267
naringenin chalcone	MESH	C027329
isoliquiritigenin chalcone	MESH	C040920
CHI	MESH	C084533
apigenin	MESH	D047310
flavone	MESH	C043562
IFS	MESH	D007069
naringenin	MESH	C005273
genistein	MESH	D019833
isoflavone	MESH	D007529
caffeoyl-CoA	MESH	C058645
daidzein	MESH	C004742
vanillin	MESH	C100058
glucoside	MESH	D005960
cyanidin	MESH	C017154
anthocyanidin	MESH	D000872
