word	source	identifier
Coumaroyl CoA	MESH	C058644
CoA	MESH	C065987
Chalcones	MESH	D047188
Chalcone	MESH	D047188
Flavanones	MESH	D044950
Flavones	MESH	C043562
Isoflavone	MESH	D007529
malonyl CoA	MESH	D008316
isoflavone	MESH	D007529
Flavone	MESH	C043562
Isoflavanones	MESH	C065753
Flavanone	MESH	D044950
Dihydroflavonols	MESH	C436146
Flavonols	MESH	D044948
Flavonol	MESH	D044948
Dihydroflavonol	MESH	C436146
Leucoanthocyanins		
trans-Flavan-3-ols	MESH	C404987
Leucoanthocyanidin	MESH	D000872
Anthocyanidin	MESH	D000872
cis-Flavan-3-ols	MESH	C404987
Anthocyanidins	MESH	D000872
Glucosyl	MESH	C027788
Anthocyanins	MESH	D000872
