word	source	identifier
H	MESH	D006859
FormylTHF	MESH	C006461
methenylTHF	MESH	C006461
NAD(P)H	MESH	D009243
Formate	MESH	D005561
NADPH	MESH	D009249
methyleneTHF	MESH	C006461
ATP	MESH	D000255
THF	MESH	C006461
NADP	MESH	D009249
ADP	MESH	D000244
Serine	MESH	C047902
Glycine	MESH	D005998
uridine	MESH	D014529
deoxyuridine	MESH	D003857
5-FU	MESH	D005472
nucleoside	MESH	D009705
serine	MESH	C047902
MTX	MESH	C091716
5-methylTHF	MESH	C006461
homocysteine	MESH	D006710
thymidine	MESH	D013936
glycine	MESH	D005998
