word	source	identifier
2-keto-3-deoxygluconate	MESH	C002957
siroheme	MESH	C009272
crotonyl-CoA	MESH	C010701
succinyl-CoA	MESH	C012046
butyraldehyde	MESH	C018475
butyryl-CoA	MESH	C024343
acetaldehyde	MESH	D000079
acetate	MESH	D000085
acetoacetate	MESH	D000090
acetone	MESH	D000096
ADP-glucose	MESH	D000245
alanine	MESH	D000409
ethanol	MESH	D000431
butanol	MESH	D000440
arginine	MESH	D001120
asparagine	MESH	D001216
aspartate	MESH	D001224
Asp	MESH	D001224
butyrate	MESH	D002087
cysteine	MESH	D003545
fatty acids	MESH	D005227
folate	MESH	D005492
formate	MESH	D005561
fumarate	MESH	D005650
gluconate	MESH	D005942
glucose	MESH	D005947
glucose-1P glucose	MESH	D005947
glutamine	MESH	D005973
glycine	MESH	D005998
histidine	MESH	D006639
isoleucine	MESH	D007532
leucine	MESH	D007930
methionine	MESH	D008715
oxaloacetate	MESH	D010071
pentose phosphate	MESH	D010429
phenylalanine	MESH	D010649
proline	MESH	D011392
putrescine	MESH	D011700
ribose-5P	MESH	D012266
serine	MESH	D012694
spermidine	MESH	D013095
succinate	MESH	D013386
threonine	MESH	D013912
tyrosine	MESH	D014443
Urea	MESH	D014508
UTP	MESH	D014544
valine	MESH	D014633
glutamate	MESH	D018698
pyruvate lactate	MESH	D019344
