word	source	identifier
LTE O44TMO LTEA	MESH	C047554
HETE	MESH	D006893
OH-LTB Q	MESH	C090952
20OH-LTO	MESH	C480634
3326-641B134-0	MESH	C423264
LTB LTB	MESH	D007975
S-HPETE	MESH	C025348
LXA	MESH	C040527
Triondin A Triorilin Ba	MESH	D001464
DHET	MESH	C094207
THETA	MESH	C051283
OxoODE	MESH	C527613
Epoxy	MESH	D004852
Arachidonic acid	MESH	D001095
9(S)-HODE	MESH	C024347
ODE	MESH	C527613
HPODE	MESH	C075807
Amchidonate O	MESH	D013481
HFODE		
Linolenate	MESH	D017962
Crepenynate O	MESH	D013481
13(S)-HODEO	MESH	C005159
12,13-DHOME O	MESH	D018120
13-Diepoxy	MESH	C434252
poxyoeidecafoe		
THF	MESH	C006461
