word	symbol	source	hgnc_symbol	entrez
MTORC1	mTORC1	bioentities_symbol	RPTOR	57521
AMPK	AMPK	bioentities_symbol	PRKAA1	5562
AMPK	AMPK	bioentities_symbol	PRKAG1	5571
AMPK	AMPK	bioentities_symbol	PRKAB2	5565
Raptor	raptor	hgnc_alias_symbol	RPTOR	57521
REDD1	REDD-1	hgnc_alias_symbol	DDIT4	54541
Rheb	RHEB	hgnc_symbol	RHEB	6009
Stat3	STAT3	hgnc_symbol	STAT3	6774
PDH	PDH	bioentities_symbol	DLD	1738
PDH	PDH	bioentities_symbol	PDHA1	5160
PDH	PDH	bioentities_symbol	PDHA2	5161
PDH	PDH	bioentities_symbol	PDHB	5162
PDH	PDH	bioentities_symbol	PDHX	8050
AMPK	AMPK	bioentities_symbol	PRKAG3	53632
AMPK	AMPK	bioentities_symbol	PRKAA2	5563
AMPK	AMPK	bioentities_symbol	PRKAB1	5564
MTORC1	mTORC1	bioentities_symbol	MTOR	2475
PDK	PDK	bioentities_symbol	PDK4	5166
ACC	ACC	bioentities_symbol	ACACA	31
NF-KB	NF-kappaB	hgnc_alias_symbol	NFKB1	4790
Bcl-2	Bcl-2	hgnc_alias_symbol	BCL2	596
c-MYC	c-Myc	hgnc_alias_symbol	MYC	4609
HIF-1	HIF-1	hgnc_alias_symbol	SETD2	29072
ACC	ACC	bioentities_symbol	ACACB	32
ADP	ADP	hgnc_alias_symbol	WDTC1	23038
AMPK	AMPK	bioentities_symbol	PRKAG2	51422
(MDMX	MDMX	hgnc_alias_symbol	MDM4	4194
PDK	PDK	bioentities_symbol	PDK1	5163
PDK	PDK	bioentities_symbol	PDK2	5164
PDK	PDK	bioentities_symbol	PDK3	5165
PDH	PDH	bioentities_symbol	DLAT	1737
Dicer	Dicer	hgnc_alias_symbol	DICER1	23405
TSC1	TSC1	hgnc_symbol	TSC1	7248
p53	p53	hgnc_alias_symbol	TP53	7157
CyclinD1	Cyclin-D1	bioentities_symbol	CCND1	595
IGF1R	IGF1R	hgnc_symbol	IGF1R	3480
LKB-1	LKB1	hgnc_alias_symbol	STK11	6794
