word	source	identifier
Vitamin	MESH	C059630
Vitamin B12	MESH	D014805
Folate	MESH	D005492
Thiamin	MESH	D013838
TPP	MESH	D013835
Vitamin B6	MESH	D025101
Ascorbic acid	MESH	D001205
Vitamin C	MESH	D001205
PLP PMP	MESH	C094765
NAD	MESH	D009243
Vitamin 86	MESH	C059630
Vitamin B1	MESH	D025101
Riboffavin		
Aboflavin		
Biotin	MESH	D001710
Riboflavin	MESH	D012256
Pantethenk acid	MESH	D000596
O	MESH	D013481
Ascorbicacid		
Ncotinate		
Niscin		
nicetinamide		
Ohyloquinone		
Vitamin D	MESH	D014807
O Menaquinone	MESH	D024482
O Mezachone	MESH	D013481
Vitamin k Passiuskn	MESH	C024534
O TAG	MESH	C069631
TAGO		
TAG	MESH	C069631
TOHO		
Vitamin E	MESH	D014810
B-carotene	MESH	D002338
Vitamin A	MESH	C059630
Retinol	MESH	D014801
