word	source	identifier
Glycerol	MESH	D005990
Pentose phosphate	MESH	D010429
Glucose-6-phosphate	MESH	D019298
O Pyruvate	MESH	D011773
Acetyl-CoA	MESH	D000105
O Fatty acid	MESH	D005227
O ATP	MESH	D000255
citrate	MESH	C102006
O Isocitrate	MESH	D007523
O Succinate	MESH	D013386
O Fumarate	MESH	D005650
Glucose	MESH	D005947
Triglycerides Palmitate	MESH	D014280
Ribulose-5-phosphate	MESH	C031524
Fatty acids	MESH	D005227
Nucleotides	MESH	D009711
PyruvateLactate	MESH	D019344
Cholesterol	MESH	D002784
Malonyl-CoA	MESH	D008316
Mevalonate	MESH	D008798
Acetoacetyl-CoA HMG-COA	MESH	C010667
Citrate	MESH	C102006
Isocitrate	MESH	D007523
Oxaloacetate	MESH	D010071
Malate	MESH	D008293
TCA	MESH	C000589078
ketoglutarate	MESH	C029743
2-hydroxyglutarate	MESH	C019417
Fumarate	MESH	D005650
Succinate	MESH	D013386
CoA	MESH	C065987
