word	source	identifier
Galactose	MESH	D005690
Glucose	MESH	D005947
Sucrose	MESH	D013395
Mannitol	MESH	D008353
Mannose	MESH	D008358
Phosphoric acid	MESH	D010756
Fructose	MESH	D005632
Threonic acid	MESH	C011369
Inostol		
Glycine	MESH	D005998
Glycolic acid Glyceric acid	MESH	C042971
Serine	MESH	C047902
Triacylgycerol		
Ethanolamine	MESH	D004983
Glycerol	MESH	D005990
Lactic acid	MESH	D019344
Quinic acid Toyptophan	MESH	D011801
Shikimic acid Phemylalanine	MESH	D012765
p-Coumaroyl-CaA Naringenin	MESH	C005273
Alanine	MESH	D000409
Genistein	MESH	D019833
Leucine	MESH	C038361
Pyruvic acid	MESH	D019289
Phytyl diphosphate	MESH	C529546
Valine	MESH	C521924
beta-Alanine-Threonine	MESH	C061951
Isoleucine	MESH	C043801
Acetyl-CoA	MESH	D000105
Squalene	MESH	D013185
lgamma-Tocopherol delta-Tocopherol	MESH	C479072
Malonyl-CoA	MESH	D008316
Campesterol alpha-Tocopherol beta-Tocopherol	MESH	D024505
Stigmasterol	MESH	D013265
beta-Sitosterol	MESH	C025473
Oxalic acid	MESH	D019815
Ciric acid	MESH	D000596
Malic acid	MESH	C030298
cis-Aconitic acid	MESH	D000156
beta-Amyrin	MESH	C036380
Asparagine	MESH	C050801
Fumaric acid	MESH	C032005
Succinic acid	MESH	D019802
Aspartic acid	MESH	C403564
Isocitric acid	MESH	C034219
C23-ol	MESH	C533820
C20-ol	MESH	C015588
C21-ol	MESH	C020623
2-Oxo-glutaric acid	MESH	C035736
C22-ol	MESH	C108722
Succinyl-CoA	MESH	C012046
Pyroglutamic acid	MESH	D011761
GABA	MESH	D005680
Glutamic acid	MESH	C030030
Proline	MESH	C489032
Glutamine	MESH	C578860
