word	source	identifier
N-acetylglutamyl-phosphate	MESH	C416671
ADP	MESH	D000244
ARG5	MESH	C545206
NADPH	MESH	D009249
Acetyl-CoA	MESH	D000105
N-acetylglutamate	MESH	D009584
semialdehyde	MESH	C009338
glutamate		
N-acetyl-glutamate		
ARG2	MESH	C545206
2-Oxoglutarate	MESH	C029743
ornithine	MESH	C008973
N-acetylornithine	MESH	D009584
carbanoyl-P	MESH	D010695
glutamine	MESH	C578860
ATP	MESH	D000255
citrulline	MESH	C071162
aspartate		
AMP	MESH	D000249
arginino-succinate	MESH	D013386
ARG4	MESH	C545206
arginine	MESH	D001127
urea	MESH	D014508
Ornithine	MESH	C008973
