word	source	identifier
coniferyl alcohol	MESH	C010559
AHg34050 caffeoyl-CoA O	MESH	C058645
caffeoyl-CoA	MESH	C058645
5-hydroxy-coniferaldehyde	MESH	C075384
coniferyl aldehyde	MESH	C075384
sinapaldehyde	MESH	C075386
sinapyl-alcohol	MESH	C496130
UDP-D-apiose	MESH	C511616
phenytalanine ammonia	MESH	D000641
L-arabinose	MESH	D001089
cinnamate	MESH	D002934
D-galactose	MESH	D005690
D-Glucose-1-P	MESH	D005947
glucose	MESH	D005947
D-glucuronate	MESH	D005965
S-lignin	MESH	D008031
D-Mannose-6-P	MESH	D008358
D-mannose	MESH	D008358
D-mannose-3,5	MESH	D008358
Mannose-1-P	MESH	D008358
phenylalanine	MESH	D010649
50(4-coumaroyl)-D-quinate	MESH	D011801
quinate	MESH	D011801
L-rhamnose	MESH	D012210
sucrose	MESH	D013395
UDP	MESH	D014530
UDP-gucuronic acid	MESH	D014530
UDP-D-xylose UDP-D-glucuronic acid	MESH	D014540
D-xylose-4	MESH	D014994
glucose-6-phosphate	MESH	D019298
