word	source	identifier
Nicotine	MESH	D009538
6-Hydroxy-L-nicotine	MESH	C502317
Nornicotine	MESH	C005311
N-Methylmyosmine	MESH	D009584
Myosmine	MESH	C002398
JTS-208	MESH	C576953
6-Hydroxy-N-methylmyosmine	MESH	D009584
6-HMM	MESH	C079646
Pseudooxynicotine	MESH	C081694
IFO-4444	MESH	C082768
3-Succinoyl-semialdehyde-pyridine	MESH	C507268
6-Hydroxypseudooxynicotine	MESH	C043832
3-Succinoyl-pyridine	MESH	C507268
Acetic acid	MESH	D019342
4-(6-Hydroxypyridin-3-yl)-4-oxobutanal	MESH	C448739
2,6-Dihydroxypseudooxynicotine	MESH	C043832
2,6-DHPON	MESH	C043832
6-Hydroxy-3-succinoyl-pyridine	MESH	C507268
DHPONH		
N-Methyinicotinamide	MESH	D009584
NMN	MESH	C070650
Succinic semialdehyde	MESH	C009338
2,5-Dihydroxypyridine	MESH	C065452
2,5-DHP	MESH	C493138
2,6-Dihydroxypyridine V-N-Methylaminobutyrate	MESH	C056202
2,6-DHP	MESH	C089431
DHPH	MESH	C068945
2-Hydroxy-N-methylnicotinamide	MESH	C008472
2-HNMN	MESH	C021591
6-Trihydroxypyridine Methylamine	MESH	D008744
N-Formylmaleamic acid	MESH	C534107
2,3,6-THP	MESH	C054149
Aminobutyrate	MESH	D000613
GABA	MESH	D005680
Carbamic acid	MESH	C070766
2,3-Dihydroxypyridine	MESH	C035877
2,3-DHP	MESH	C089431
Succinic acid	MESH	D019802
Formaldehyde	MESH	D005557
Maleamic acid	MESH	C008311
Pyridine	MESH	C023666
Maleic acid	MESH	C030272
Iso	MESH	C080501
Fumaric acid	MESH	C032005
Pyrrolidine	MESH	D011759
