word	source	identifier
Phenylalanine	MESH	C119108
Chrysin	MESH	C043561
Cinnamic acid	MESH	C029010
Cinnamoyl-CoA	MESH	C022903
PAL PCoumaric acid	MESH	C070036
P-Coumaroyl-CoA	MESH	C058644
O	MESH	D013481
Aca O-lacejhe-Acacetine	MESH	C562042
O-laceh	MESH	D013481
Chr C	MESH	C014413
Naringenin	MESH	C005273
chalcone	MESH	D047188
Chrysoeriol	MESH	C007054
CHI	MESH	C084533
Luteolin	MESH	D047311
Tricetin Tric O-hTric O	MESH	C549165
Z-Hydroxy	MESH	C059164
genistein	MESH	D019833
Apigenin	MESH	D047310
Vitexin 2"-0-beta-Lhamnoside MitexinApi 8-C	MESH	C032731
Homoeriodictyol	MESH	C503231
Er O	MESH	D004871
Eri O	MESH	C477638
Eri O-maljh	MESH	C477638
Dihydrokaempferol S Kaempferol	MESH	C080220
Kaempferide	MESH	C449720
Rhamnetin	MESH	C063423
Naringin	MESH	C005274
F3'S'H	MESH	C042345
Quercetine		
3,7-DI-O-Met Que-3-0-Met	MESH	C034758
Myricetin	MESH	C040015
Dihydromyricetin	MESH	C472036
Dihydroquercetin	MESH	C003377
Leucocyanidin	MESH	C001532
Leucopelargonidin Atzelechin	MESH	C087775
Leucodelphinidin	MESH	C031451
Epigaliocatechin		
Catechin	MESH	D002392
Procyanidin	MESH	C017674
JEpicatechin Cyanidin	MESH	C017154
Pelargonidin	MESH	C066957
HEpiatzelechin Deiphinidin		
Gallocatechin	MESH	C057580
