word	source	identifier
Glucose	MESH	D005947
GSH	MESH	D005978
NADPH	MESH	D009249
Glucose-6-P	MESH	D005947
Ribulose-5	MESH	C100182
Glucosamine-6-P	MESH	D005944
Fructose-6-P	MESH	D005632
Fructose-1,6-P	MESH	D005632
Glycine	MESH	D005998
UDP	MESH	D014530
Serine	MESH	C047902
Citrate Ac-COA	MESH	C102006
Malonyl	MESH	D008316
Fatty Ac	MESH	D005227
Lactate	MESH	D019344
Pyruvate	MESH	D011773
TCA	MESH	C000589078
Pyruvate Ac-CoA Citrate	MESH	C102006
NADH	MESH	D009243
FADH2	MESH	C058805
O	MESH	D013481
Glc	MESH	C105508
