word	source	identifier
Sugar	MESH	D002241
N-trimethylamine oxide Formic acid	MESH	C005855
Glucose	MESH	D005947
NEFA Fatty acid	MESH	D005230
Tryptophan Alanine Triose	MESH	D014306
phosphate	MESH	D010710
Choline	MESH	D002794
Acetone	MESH	D000096
Sarcosine Creatine	MESH	D003401
Ketone	MESH	D007659
Phosphoenolpyruvate	MESH	D010728
Valine	MESH	C521924
leucine	MESH	C038361
isoleucine	MESH	C043801
Acetoacetate	MESH	D000090
Glycine	MESH	D005998
Pyruvate	MESH	D011773
Phenylalanine	MESH	C119108
Tugosine		
tyrosine		
tryptophan		
Lysine	MESH	C114808
Acetic acid Acetyl-CaA	MESH	D002118
Leucine	MESH	C038361
Isoleucine	MESH	C043801
Glyoxylate	MESH	D006038
dicarbaxylate		
Phenylalanine Tyrosine Funarie acid	MESH	C473904
Coenzyme	MESH	D003067
O Glycine	MESH	D005998
serine	MESH	C047902
threonine	MESH	C061951
Succinyl	MESH	C035687
