word	source	identifier
serine	MESH	C047902
NADH	MESH	D009243
5,10-CH2-THF	MESH	C006461
NAD	MESH	D009243
NADP	MESH	D009249
NADPH	MESH	D009249
Hydroxypyruvate	MESH	C012375
Glycine	MESH	D005998
Serine	MESH	C047902
Glutamine	MESH	C578860
ADP	MESH	D000244
Glutamate		
Glycolaldehyde	MESH	C010972
2-Ketoglutarate	MESH	C029743
L-Glutamate		
Glycerate-3-P	MESH	C005156
NAD(P)H	MESH	D009243
Glyoxylate	MESH	D006038
Glycolate-2-P	MESH	D006016
3 Glycolate	MESH	D006016
CO	MESH	D002245
Glycolaldehyde-glycine	MESH	C010972
2 Glutamate		
2 NAD	MESH	D009243
2 2-Ketoglutarate	MESH	C029743
CO,+2 NAD(P)H	MESH	D009243
