word	source	identifier
Acetyl-CoA	MESH	D000105
TCA	MESH	C000589078
Pyruvate	MESH	D011773
MMC	MESH	D016685
NADH	MESH	D009243
ATP	MESH	D000255
Acetate	MESH	D000085
Malonyl	MESH	D008316
COH	MESH	C577482
coNAD	MESH	D009243
Acetyl-CoA Malonyl-CoA	MESH	D008316
NADPH	MESH	D009249
Malonyl-CoA	MESH	D008316
Acetate Atetyl-CaA	MESH	D002118
PAA	MESH	C067433
Acetocetyl-CoA	MESH	C065987
Acetocetyl		
Acetoacetate	MESH	D000090
Acetone	MESH	D000096
PEP OXA TCA	MESH	C015692
NAD	MESH	D009243
CoA Malonyl-COA	MESH	D008316
Acetyl CoA	MESH	D000105
OKA TCA	MESH	C000589078
POH	MESH	C540666
Acetyl-CoA Malonyl-CaA	MESH	D008316
Acetyl-CoAMalonyi-CoA	MESH	D000105
Acetate Acetyl-CoA Malonyl-CoA	MESH	D008316
