word	source	identifier
O sapiens	MESH	D013481
Glucose	MESH	D005947
Lactate	MESH	D019344
Glutamine	MESH	C578860
NADP	MESH	D009249
NADPH	MESH	D009249
Fatty acid	MESH	D005227
Nucleotide	MESH	D009711
Ribulose-5P	MESH	C100182
Glyceraldehyde	MESH	D005985
Acetyl-CoA	MESH	D000105
Pyruvate	MESH	D011773
Glycerol-3P	MESH	D005990
Glutamate		
Citrate	MESH	C102006
Oxalacetate		
Alanine	MESH	D000409
ketoglutarate	MESH	C029743
Aspartate		
Isocitrate	MESH	D007523
TCA	MESH	C000589078
Succinate	MESH	D013386
Succinyl-CoA	MESH	C012046
