word	symbol	source	hgnc_symbol	entrez
UCHL1	UCHL1	hgnc_symbol	UCHL1	7345
UBE2H"	UBE2H	hgnc_symbol	UBE2H	7328
USP47	USP47	hgnc_symbol	USP47	55031
USP15	USP15	hgnc_symbol	USP15	9958
PP.AT	PPAT	hgnc_symbol	PPAT	5471
HSPA5	HSPA5	hgnc_symbol	HSPA5	3309
USP14*	USP14	hgnc_symbol	USP14	9097
PSMA7	PSMA7	hgnc_symbol	PSMA7	5688
STUB1	STUB1	hgnc_symbol	STUB1	10273
DNAJC2*	DNAJC2	hgnc_symbol	DNAJC2	27000
PSMC4	PSMC4	hgnc_symbol	PSMC4	5704
UBE2E3*	UBE2E3	hgnc_symbol	UBE2E3	10477
PSMC3	PSMC3	hgnc_symbol	PSMC3	5702
UBE2W	UBE2W	hgnc_symbol	UBE2W	55284
ANAPC10	ANAPC10	hgnc_symbol	ANAPC10	10393
ELL.	ELL	hgnc_symbol	ELL	8178
SKP2	SKP2	hgnc_symbol	SKP2	6502
Activins	Activin	bioentities_symbol	INHBA	3624
Activins	Activin	bioentities_symbol	INHBB	3625
NODAL	NODAL	hgnc_symbol	NODAL	4838
BMP	BMP	bioentities_symbol	BMP4	652
BMP	BMP	bioentities_symbol	BMP5	653
BMP	BMP	bioentities_symbol	GDF2	2658
BMP	BMP	bioentities_symbol	BMP15	9210
BMP	BMP	bioentities_symbol	BMP10	27302
BMP	BMP	bioentities_symbol	BMP1	649
BMP	BMP	bioentities_symbol	BMP2	650
BMP	BMP	bioentities_symbol	BMP3	651
BMP	BMP	bioentities_symbol	BMP6	654
BMP	BMP	bioentities_symbol	BMP7	655
BMP	BMP	bioentities_symbol	BMP8B	656
BMP	BMP	bioentities_symbol	GDF1	2657
BMP	BMP	bioentities_symbol	GDF5	8200
BMP	BMP	bioentities_symbol	GDF3	9573
BMP	BMP	bioentities_symbol	GDF7	151449
BMP	BMP	bioentities_symbol	BMP8A	353500
BMP	BMP	bioentities_symbol	GDF6	392255
MIS	MIS	hgnc_alias_symbol	AMH	268
MIS	MIS	hgnc_alias_symbol	AMH	268
Inhibins	Inhibin	bioentities_symbol	INHBA	3624
Inhibins	Inhibin	bioentities_symbol	INHBB	3625
Inhibins	Inhibin	bioentities_symbol	INHA	3623
Typ	TYP	hgnc_alias_symbol	DUSP4	1846
Type||Typ	TYP	hgnc_alias_symbol	DUSP4	1846
Type||Typ	TYPE	hgnc_alias_symbol	SGCG	6445
LPP	LPP	hgnc_symbol	LPP	4026
SKI	SKI	hgnc_symbol	SKI	6497
GRB2	GRB2	hgnc_symbol	GRB2	2885
SMAD6	SMAD6	hgnc_symbol	SMAD6	4091
TRAF6	TRAF6	hgnc_symbol	TRAF6	7189
C-RAF	RAF	bioentities_symbol	ARAF	369
C-RAF	RAF	bioentities_symbol	BRAF	673
C-RAF	RAF	bioentities_symbol	RAF1	5894
C-RAF	CRAF	hgnc_alias_symbol	RAF1	5894
SMAD	SMAD	bioentities_symbol	SMAD1	4086
SMAD	SMAD	bioentities_symbol	SMAD2	4087
SMAD	SMAD	bioentities_symbol	SMAD5	4090
SMAD	SMAD	bioentities_symbol	SMAD6	4091
SMAD	SMAD	bioentities_symbol	SMAD9	4093
SMAD	SMAD	bioentities_symbol	SMAD3	4088
SMAD	SMAD	bioentities_symbol	SMAD4	4089
SMAD	SMAD	bioentities_symbol	SMAD7	4092
SMAD	SMAD	bioentities_symbol	SMAD1	4086
SMAD	SMAD	bioentities_symbol	SMAD2	4087
SMAD	SMAD	bioentities_symbol	SMAD5	4090
SMAD	SMAD	bioentities_symbol	SMAD6	4091
SMAD	SMAD	bioentities_symbol	SMAD9	4093
SMAD	SMAD	bioentities_symbol	SMAD3	4088
SMAD	SMAD	bioentities_symbol	SMAD4	4089
SMAD	SMAD	bioentities_symbol	SMAD7	4092
SMAD?	SMAD	bioentities_symbol	SMAD1	4086
SMAD?	SMAD	bioentities_symbol	SMAD2	4087
SMAD?	SMAD	bioentities_symbol	SMAD5	4090
SMAD?	SMAD	bioentities_symbol	SMAD6	4091
SMAD?	SMAD	bioentities_symbol	SMAD9	4093
SMAD?	SMAD	bioentities_symbol	SMAD3	4088
SMAD?	SMAD	bioentities_symbol	SMAD4	4089
SMAD?	SMAD	bioentities_symbol	SMAD7	4092
TAK1	TAK1	hgnc_alias_symbol	NR2C2	7182
SMURF2	SMURF2	hgnc_symbol	SMURF2	64750
SMAD7	SMAD7	hgnc_symbol	SMAD7	4092
МЕК	MEK	bioentities_symbol	MAP2K1	5604
МЕК	MEK	bioentities_symbol	MAP2K2	5605
CDC42	CDC42	hgnc_symbol	CDC42	998
SMAD	SMAD	bioentities_symbol	SMAD1	4086
SMAD	SMAD	bioentities_symbol	SMAD2	4087
SMAD	SMAD	bioentities_symbol	SMAD5	4090
SMAD	SMAD	bioentities_symbol	SMAD6	4091
SMAD	SMAD	bioentities_symbol	SMAD9	4093
SMAD	SMAD	bioentities_symbol	SMAD3	4088
SMAD	SMAD	bioentities_symbol	SMAD4	4089
SMAD	SMAD	bioentities_symbol	SMAD7	4092
ERK	ERK	bioentities_symbol	MAPK3	5595
ERK	ERK	bioentities_symbol	MAPK1	5594
SMAD4	SMAD4	hgnc_symbol	SMAD4	4089
ERK	ERK	bioentities_symbol	MAPK3	5595
ERK	ERK	bioentities_symbol	MAPK1	5594
SMAD	SMAD	bioentities_symbol	SMAD1	4086
SMAD	SMAD	bioentities_symbol	SMAD2	4087
SMAD	SMAD	bioentities_symbol	SMAD5	4090
SMAD	SMAD	bioentities_symbol	SMAD6	4091
