word	source	identifier
Thioproline	MESH	C003438
N-acetylmethionine	MESH	C006379
5-methylthioadenosine	MESH	C008500
2-hydroxyglutarate	MESH	C019417
Pinitol	MESH	C021730
13-HODE	MESH	C024348
Dimethylglycine	MESH	C025138
Indole-3-carboyylic	MESH	C030374
Indoleacetate	MESH	C030737
Tryptamine	MESH	C030820
3-hydroxyhexanoate	MESH	C045051
N-acetyltaurine	MESH	C083076
3-hydroxyoctanoate	MESH	C101940
Agmatine	MESH	D000376
2-aminobutyrate	MESH	D000613
Carnitine	MESH	D002331
Cysteine	MESH	D003545
Cystine	MESH	D003553
Fatty acid	MESH	D005227
fatty acid	MESH	D005227
fatty acids	MESH	D005227
Glycine	MESH	D005998
2-hydroxybutyrate	MESH	D006885
Inositol	MESH	D007294
inositol	MESH	D007294
Methionine	MESH	D008715
N-formylmethionine	MESH	D009239
Palmitate	MESH	D010168
1-phosphate	MESH	D010710
Polyamine	MESH	D011073
Putrescine	MESH	D011700
N-acetylserine serine	MESH	D012694
Serine	MESH	D012694
Spermidine	MESH	D013095
sulfone	MESH	D013450
sulfoxide	MESH	D013454
taurine	MESH	D013654
Threonine	MESH	D013912
threonine	MESH	D013912
Tryptophan	MESH	D014364
Linoleate	MESH	D019787
