word	source	identifier
3-phosphoglycerate	MESH	C005156
2-phosphoglycerate	MESH	C008885
propionyl-CoA	MESH	C009061
Succinyl-CoA	MESH	C012046
aconitate	MESH	D000156
Carbohydrate	MESH	D002241
dihydroxyacetone-3P	MESH	D004098
Fatty Acid	MESH	D005227
fructose	MESH	D005632
fumarate	MESH	D005650
6P-gluconate	MESH	D005942
glyceraldehyde	MESH	D005985
Glyoxylate	MESH	D006038
isocitrate	MESH	D007523
mannose	MESH	D008358
Phosphate	MESH	D010710
Propionate	MESH	D011422
pyruvate	MESH	D011773
erythose-4P ribose-5P	MESH	D012266
succinate	MESH	D013386
