word	source	identifier
Porphyrin	MESH	D011166
chlorophyll	MESH	D002734
glucose	MESH	D005947
ribose-5P	MESH	D012266
fructose	MESH	D005632
glyceradehyde-3P	MESH	D010695
Tryptophan		
Tyrosine		
Phenylalanine	MESH	C119108
Co-precorrin-4	MESH	C107384
Co-precorrin-5A	MESH	C063209
serine	MESH	C047902
oxaloacetate	MESH	D010071
pyruvate	MESH	D011773
Ac	MESH	D000186
citrate	MESH	C102006
TCA	MESH	C000589078
Co-precorrin-5B	MESH	C107384
succinate	MESH	D013386
acetate	MESH	D000085
Co-precorrin-6A precorrin-6B	MESH	C063209
isocitrate	MESH	D007523
SuC	MESH	C035067
ArgH	MESH	C076685
Co-precorrin-6B precorrin	MESH	C063209
glutamate		
Arginosuccinate		
Arginine	MESH	D001127
Cobyrinic acid	MESH	C010895
ArgG Arginine	MESH	C076685
ornithine	MESH	C008973
Cobyrinic acid a,c-diamide	MESH	C526457
ArgABCDE	MESH	C076685
GSH	MESH	D005978
maltose	MESH	D008320
