word	source	identifier
Phosphoglucose	MESH	C028071
CH	MESH	C103208
OH ATP ADP	MESH	C522082
ATP ADP	MESH	D000244
Glucose	MESH	D005947
Glucose 6-phosphate	MESH	D019298
Fructose 1,6-biphosphate	MESH	C027652
Phosphoglycerate	MESH	C008885
Glyceraldehyde phosphate	MESH	D005986
Triose phosphate	MESH	D014306
NADH	MESH	D009243
NAD CH	MESH	D009243
Glyceraldehyde	MESH	D005985
3-phosphate	MESH	D010710
ADP	MESH	D000244
Dihydroxyactone		
phosphate	MESH	D010710
NAD	MESH	D009243
Pyruvate	MESH	D011773
Lactate	MESH	D019344
Phosphoenol	MESH	C015443
pyruvate	MESH	D011773
