word	source	identifier
isoleucine	MESH	C043801
glutame acid	MESH	D000596
lysine	MESH	C114808
phenylalanine	MESH	C119108
proline	MESH	C489032
aspartic acid	MESH	C403564
tyrosine		
alanine	MESH	D000409
valine	MESH	C521924
3-hydroxybutynic acid	MESH	C039620
acetoacetic acid	MESH	C016635
alpha-ketoglutarie acid	MESH	C002934
MAPT	MESH	C036122
cis-aconitic acid	MESH	D000156
MPC	MESH	C037754
Succinic acid	MESH	D019802
citric acid	MESH	D019343
pyruvic acid	MESH	D019289
fumanc acid	MESH	D000596
isocitric acid	MESH	C034219
oxalacelic acid	MESH	D000596
glutamic acid	MESH	C030030
glycine	MESH	D005998
O	MESH	D013481
malic acid	MESH	C030298
Pyruvic acid	MESH	D019289
oxalacetic acid	MESH	D062907
fumaric acid	MESH	C032005
pyroglutamic acid	MESH	D011761
O O	MESH	D013481
