word	source	identifier
Naringenin	MESH	C005273
Cinnamic acid	MESH	C029010
Pelargonidin rutinoside	MESH	C066957
rutinose	MESH	C539209
Anthocyanidin	MESH	D000872
anthocyanins	MESH	D000872
Leucoanthocyanidin	MESH	D000872
Catechin	MESH	D002392
Epiafzelechin catechin	MESH	D002392
Epicatechin catechin	MESH	D002392
Ellagic acid	MESH	D004610
ester	MESH	D004952
flavonoids	MESH	D005419
glucose	MESH	D005947
glucuronate	MESH	D005965
glucose-6-0-malonate	MESH	D008314
Phenylalanine	MESH	D010649
Kaempferol glucuronide	MESH	D044949
