word	source	identifier
ADP	MESH	D000244
glucose	MESH	D005947
1,3-BPG	MESH	C091495
DHAP	MESH	C017202
malonyl	MESH	D008316
Glucose	MESH	D005947
Maltose	MESH	D008320
UDP	MESH	D014530
Glc	MESH	C105508
sugar	MESH	D002241
Arap	MESH	C040134
Xyl UDP-Galp GDP-Man	MESH	C552209
Acetyl	MESH	C011632
UDP-Gal GDP-Gal	MESH	C475341
PEPCZ		
Pyruvate	MESH	D011773
Aspartate		
Acetyl-CoA	MESH	D000105
fatty acid	MESH	D005227
malate	MESH	D008293
citrate	MESH	C102006
amino	MESH	D000596
amino acid	MESH	D000596
TCA	MESH	C000589078
Acyl-CoA	MESH	D000214
acetyl-CoA	MESH	D000105
succinate	MESH	D013386
isocitrate	MESH	D007523
Oxaloacetate	MESH	D010071
succinyl	MESH	C035687
glyoxylate	MESH	D006038
Gin		
