word	symbol	source	hgnc_symbol	entrez
Rheb	RHEB	hgnc_symbol	RHEB	6009
TSC1/2	TSC1	hgnc_symbol	TSC1	7248
Raptor	raptor	hgnc_alias_symbol	RPTOR	57521
AMPKA	AMPK_alpha	bioentities_symbol	PRKAA2	5563
AKT	AKT	bioentities_symbol	AKT3	10000
AMPK,	AMPK	bioentities_symbol	PRKAG2	51422
Caspase	Caspase	bioentities_symbol	CASP12	100506742
AMPK,	AMPK	bioentities_symbol	PRKAA1	5562
AMPKA	AMPK_alpha	bioentities_symbol	PRKAA1	5562
TSC1/2	TSC2	hgnc_symbol	TSC2	7249
Caspase	Caspase	bioentities_symbol	CASP2	835
CyclinD1	Cyclin-D1	bioentities_symbol	CCND1	595
GBL	GbetaL	hgnc_alias_symbol	MLST8	64223
IGF-I	IGF-I	hgnc_alias_symbol	IGF1	3479
Caspase	Caspase	bioentities_symbol	CASP1	834
AKT	AKT	bioentities_symbol	AKT2	208
LKB1	LKB1	hgnc_alias_symbol	STK11	6794
Caspase	Caspase	bioentities_symbol	CASP14	23581
Caspase	Caspase	bioentities_symbol	CASP9	842
Caspase	Caspase	bioentities_symbol	CASP10	843
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
Caspase	Caspase	bioentities_symbol	CASP8	841
9,Bad	BAD	hgnc_symbol	BAD	572
AKT	AKT	bioentities_symbol	AKT1	207
IGF-IR	IGFIR	hgnc_alias_symbol	IGF1R	3480
4EBP1	4E-BP1	hgnc_alias_symbol	EIF4EBP1	1978
Met	Met	hgnc_alias_symbol	SLTM	79811
MTOR	MTOR	hgnc_symbol	MTOR	2475
Caspase	Caspase	bioentities_symbol	CASP3	836
AMPK,	AMPK	bioentities_symbol	PRKAB2	5565
Caspase	Caspase	bioentities_symbol	CASP5	838
AMPK,	AMPK	bioentities_symbol	PRKAA2	5563
AMPK,	AMPK	bioentities_symbol	PRKAB1	5564
Caspase	Caspase	bioentities_symbol	CASP7	840
AMPK,	AMPK	bioentities_symbol	PRKAG1	5571
AMPK,	AMPK	bioentities_symbol	PRKAG3	53632
Caspase	Caspase	bioentities_symbol	CASP6	839
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
Caspase	Caspase	bioentities_symbol	CASP4	837
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
