word	source	identifier
Thiosulfate	MESH	D013885
Glucose 1-phosphate	MESH	C031590
Sulfate	MESH	D013431
Glycerol	MESH	D005990
Histidine	MESH	C115717
L-cysteine	MESH	D003545
disulfide	MESH	D004220
Glyceraldehyde 3P 2-Dehydro-3-deoxy	MESH	D005985
D-gluconate	MESH	C030691
S-Adenosyl	MESH	C016207
L-homocysteine	MESH	D006710
L-rhamnose	MESH	D012210
Glycerone-PO	MESH	C003037
PYR II O	MESH	C523389
3-Methyl-2-oxobutanoic acid	MESH	C005087
Ethanol	MESH	D000431
L-proline	MESH	C489032
iron	MESH	D007501
Porphyrin	MESH	D011166
chlorophyll	MESH	D002734
O	MESH	D013481
Glutamate		
ARG	MESH	C545206
Agrocinopine	MESH	C038030
Urea	MESH	D014508
Succinyl-CoA Propanoyl-CoA	MESH	C012046
ATP	MESH	D000255
Spermidine	MESH	D013095
