word	source	identifier
Omega-6-Fatty acid	MESH	D043371
Linoleic acid	MESH	D008041
Omega-3- Fatty acid	MESH	D015525
alpha-linolenic acid	MESH	D017962
Gamma-linolenic acid	MESH	D017965
Stearidonic acid	MESH	C062895
Eicosatetraenoic acid	MESH	D001095
Dihomo-gammalinoleic acid	MESH	C054990
DGLA	MESH	C081568
Eicosapentaenoic acid	MESH	D015118
EPA	MESH	C062422
CoX	MESH	C065987
Arachidonic acid	MESH	D001095
Prostaglandins	MESH	D011453
PGE1	MESH	D000527
PGE3	MESH	C033246
5-Leukotrienes	MESH	D015289
PGE2	MESH	D015232
Leukotrienes	MESH	D015289
LTB4	MESH	D007975
Docosahexaenoic acid	MESH	D004281
DHA	MESH	C111716
