word	source	identifier
DMAPP	MESH	C043060
Strigolactone	MESH	C000591191
15-cis-Phytoene	MESH	C100185
lonone		
15,9'-tri-cis-C-Carotene	MESH	D002338
Dihydroactinidiolide	MESH	C010711
9,9'-di-cis-C-Carotene	MESH	D002338
B-Cyclogeranic acid	MESH	D001895
9'-tri-cis-Neurosporene	MESH	C008604
9',7'-tetra-cis-Lycopene	MESH	C015329
Blumenol A	MESH	C000589723
Blumenol B	MESH	C000589723
Lycopene	MESH	C015329
Blumenol C	MESH	C000589723
Loliolide	MESH	C030425
B-Carotene	MESH	D002338
Carotene	MESH	D002338
Zaxinone		
Zeaxanthin	MESH	D065146
Abscisic acid	MESH	D000040
Neoxanthin	MESH	C011947
Violaxanthin	MESH	C005613
