word	source	identifier
DCA	MESH	C048628
Cholesterol	MESH	D002784
DHCA THCA	MESH	C054757
DHAP	MESH	C017202
Acyl-CoA	MESH	D000214
H	MESH	D006859
Formyl-CoA	MESH	C106238
Pristanoyl	MESH	C107694
alcohol	MESH	D000431
Acyl(n-2)-CoA	MESH	D000214
DCA(n-2)CoA	MESH	C048628
brAcyl(n-2)-CoA	MESH	D000214
CA-COA CDCA-COA	MESH	C479798
Acyl(n-2)-COA	MESH	C479798
Alkyl-DHAP	MESH	C017202
Acetyl-CoA	MESH	D000105
Propionyl-CoA	MESH	C009061
Taurine-bile acid	MESH	D013654
Glycine-bile acid	MESH	D001647
Glyoxylate	MESH	D006038
Glycine	MESH	D005998
