word	source	identifier
TCA CYCLE	MESH	C000589078
Phosphoenol	MESH	C015443
Fatty acid	MESH	D005227
TPP	MESH	D013835
Val	MESH	C081489
Leu	MESH	C038361
2-Hydroxy	MESH	D006880
ethyd THPP	MESH	C014870
Acetyl-CoA	MESH	D000105
Alarine		
aspartate		
glutamate		
Glyoxylate	MESH	D006038
dicarboxytate		
Isocitrate	MESH	D007523
FOxaloacetate		
Aconitate	MESH	D000156
Tyrosine		
2-Oxo	MESH	C042744
S-Succinyl	MESH	C511650
dihydrolipoamide	MESH	C007409
3-Carboxy	MESH	C015732
1-hydzoxypropyd-THPP	MESH	C014870
Succinate	MESH	D013386
Acorbate		
aldarate		
Alanine	MESH	D000409
Glu	MESH	C094686
