word	source	identifier
Purine	MESH	D011687
Formyl THF	MESH	C006461
Glycine	MESH	D005998
Threonine	MESH	C061951
5,10-CH	MESH	C103208
THF	MESH	C006461
Serine	MESH	C047902
NADH	MESH	D009243
NAD	MESH	D009243
Acetate	MESH	D000085
Acetyl-CoA	MESH	D000105
Pyruvate	MESH	D011773
L-alanine	MESH	D000409
Aspartate		
Citrate	MESH	C102006
Oxaloacetate	MESH	D010071
Isocitrate	MESH	D007523
Quinol	MESH	D006873
UREA		
Quinone	MESH	D011809
TSA	MESH	C070842
2-oxoglutarate	MESH	C029743
L-arginosuccinate	MESH	C025076
Succinyl	MESH	C035687
L-arginine		
Succinate	MESH	D013386
L-ornithine	MESH	C008973
L-glutamate-5-semialdehyde		
L-glutamate		
