word	source	identifier
4-Coumaroyl	MESH	C058644
Malonyl	MESH	D008316
Naringenin	MESH	C005273
chalcone	MESH	D047188
Flavonols	MESH	D044948
CHI	MESH	C084533
Dihydroquercitin EF3'H-Dihydrokaempferol -F3'5'H	MESH	C080220
Dihydromyricetin	MESH	C472036
Dihydroflavonols	MESH	C436146
Leucocyanidin	MESH	C001532
Leucopelargonidin	MESH	C087775
Leucoanthocyanidins	MESH	D000872
Cyanidin	MESH	C017154
Pelargonidin	MESH	C066957
Delphinidin	MESH	C017185
Anthocyanidins	MESH	D000872
glucoside	MESH	D005960
Anthocyanins	MESH	D000872
