word	source	identifier
polyamine	MESH	D011073
Spermine	MESH	D013096
Spermidine	MESH	D013095
Putrescine	MESH	D011700
4-Methylthio-2-oxobutaoate	MESH	C021714
ARG	MESH	C545206
Omithine		
Methionine	MESH	D008715
Tetrahydrofolate	MESH	D013763
Dimethylglycine	MESH	C025138
CH3	MESH	C103208
5-methyl	MESH	C031105
tetrahydrofolate	MESH	D013763
Homocysteine	MESH	D006710
Cystathionine	MESH	D003540
Homoserine	MESH	C088386
Cysteine	MESH	D003545
Serine	MESH	C047902
Pyruvate	MESH	D011773
Taurine	MESH	D013654
GSH	MESH	D005978
