word	source	identifier
ribulose 5-phosphate	MESH	C031524
ribulose	MESH	C100182
ribitol	MESH	D012255
Pentose Phosphate	MESH	D010429
Glucose	MESH	D005947
2 NADP	MESH	D009249
NADPH	MESH	D009249
6-phosphate	MESH	D010710
ribose 5-phosphate	MESH	C031626
5-phosphate	MESH	D010710
Fructose	MESH	D005632
ribose	MESH	D012266
5-phosphate 5-phosphate	MESH	D010710
Glyceraidehyde		
3-phosphate	MESH	D010710
NAD	MESH	D009243
NADH	MESH	D009243
7-phosphate	MESH	D010710
nucleotide	MESH	D009711
sedoheptulose-7-phosphate	MESH	C020495
PATP	MESH	C045797
lactate	MESH	D019344
Pyruvate	MESH	D011773
cystathionine	MESH	D003540
ketobutyrate	MESH	C005087
2-hydroxybutyrate	MESH	D006885
amino acid	MESH	D000596
5-oxoproline	MESH	D011761
glutamate		
cysteine	MESH	D003545
2-aminobutyrate	MESH	D000613
glycine	MESH	D005998
glutathione	MESH	D005978
GSH	MESH	D005978
fophthalmate		
cysteine-glutathione disulfide	MESH	C031586
GSSG	MESH	D019803
