word	source	identifier
Pyruvate	MESH	D011773
Threonine	MESH	C061951
Glutamine	MESH	C578860
Glutamate		
NADPH	MESH	D009249
Aspartate		
Asparagine	MESH	C050801
Phosphoenolpyruvate	MESH	D010728
2-Keto-isovalerate	MESH	C475857
2-lsopropylmalate	MESH	C021591
Valine	MESH	C521924
Isoleucine	MESH	C043801
Phenylalanine	MESH	C119108
Tyrosine		
Tryptophan		
Leucine	MESH	C038361
2-Oxoglutarate	MESH	C029743
isocitrate	MESH	D007523
ARG8	MESH	C545206
Ornithine Citrulline	MESH	C071162
Arginine	MESH	D001127
2-Aminoadipate 6-semialdehyde	MESH	C000061
Carbamoyl	MESH	D002221
phosphate	MESH	D010710
Lysine	MESH	C114808
Amino acid	MESH	D000596
Nucleotide	MESH	D009711
Glucose-6-phosphate	MESH	D019298
6-Phospho-gluconate	MESH	D005942
Glucose	MESH	D005947
SNADPH		
Carbamoyl-phosphate	MESH	D002221
Pyrimidine	MESH	C030986
Ribose	MESH	D012266
sugars	MESH	D002241
ribonucleotides	MESH	D012265
deoxy-ATP	MESH	C026600
AMP	MESH	D000249
deoxy-GTP	MESH	C029603
UTP	MESH	D014544
GMP	MESH	C068152
Glutamine Glutamate		
Methionine	MESH	D008715
Met	MESH	C034758
