word	symbol	source	hgnc_symbol	entrez
Actin	Actin	bioentities_symbol	ACTG1	71
Actin	Actin	bioentities_symbol	ACTG2	72
AXIN	AXIN	bioentities_symbol	AXIN1	8312
AXIN2)	AXIN2	hgnc_symbol	AXIN2	8313
FZD	FZD	bioentities_symbol	FZD5	7855
FZD	FZD	bioentities_symbol	FZD3	7976
Actin	Actin	bioentities_symbol	ACTC1	70
Wnt/B-catenin	WNT	bioentities_symbol	WNT16	51384
CK1	CK1	hgnc_alias_symbol	CSNK1A1	1452
AXIN	AXIN	bioentities_symbol	AXIN2	8313
Wnt/B-catenin	beta-catenin	hgnc_alias_symbol	CTNNB1	1499
LRP5/6	LRP5	hgnc_symbol	LRP5	4041
MYC	MYC	hgnc_symbol	MYC	4609
APC	APC	hgnc_symbol	APC	324
Actin	Actin	bioentities_symbol	ACTB	60
FZD	FZD	bioentities_symbol	FZD4	8322
FZD	FZD	bioentities_symbol	FZD6	8323
RAC1	RAC1	hgnc_symbol	RAC1	5879
FZD	FZD	bioentities_symbol	FZD1	8321
DVL	DVL	bioentities_symbol	DVL1	1855
Wnt/B-catenin	WNT	bioentities_symbol	WNT9A	7483
Wnt/B-catenin	WNT	bioentities_symbol	WNT4	54361
Wnt/B-catenin	WNT	bioentities_symbol	WNT1	7471
LRP5/6	LRP6	hgnc_symbol	LRP6	4040
Wnt/B-catenin	WNT	bioentities_symbol	WNT10A	80326
Wnt/B-catenin	WNT	bioentities_symbol	WNT9B	7484
Wnt/B-catenin	WNT	bioentities_symbol	WNT5B	81029
Wnt/B-catenin	WNT	bioentities_symbol	WNT3A	89780
WNT11	WNT11	hgnc_symbol	WNT11	7481
ROR1/2	ROR1	hgnc_symbol	ROR1	4919
ROR1/2	ROR2	hgnc_symbol	ROR2	4920
WNT10B	WNT10B	hgnc_symbol	WNT10B	7480
Actin	Actin	bioentities_symbol	ACTA2	59
FZD	FZD	bioentities_symbol	FZD10	11211
FZD	FZD	bioentities_symbol	FZD2	2535
Wnt/B-catenin	WNT	bioentities_symbol	WNT8A	7478
Wnt/B-catenin	WNT	bioentities_symbol	WNT8B	7479
Wnt/B-catenin	WNT	bioentities_symbol	WNT10B	7480
FZD	FZD	bioentities_symbol	FZD9	8326
DVL	DVL	bioentities_symbol	DVL2	1856
LEF1	LEF1	hgnc_symbol	LEF1	51176
FZD	FZD	bioentities_symbol	FZD8	8325
Wnt/B-catenin	WNT	bioentities_symbol	WNT2B	7482
Wnt/B-catenin	WNT	bioentities_symbol	WNT11	7481
Wnt/B-catenin	WNT	bioentities_symbol	WNT6	7475
Wnt/B-catenin	WNT	bioentities_symbol	WNT7A	7476
RHO	RHO	hgnc_symbol	RHO	6010
Wnt/B-catenin	WNT	bioentities_symbol	WNT3	7473
FZD	FZD	bioentities_symbol	FZD7	8324
DVL	DVL	bioentities_symbol	DVL3	1857
Actin	Actin	bioentities_symbol	ACTA1	58
Wnt/B-catenin	WNT	bioentities_symbol	WNT7B	7477
Wnt/B-catenin	WNT	bioentities_symbol	WNT5A	7474
WNT16	WNT16	hgnc_symbol	WNT16	51384
GSK-3B	GSK3B	hgnc_symbol	GSK3B	2932
Wnt/B-catenin	WNT	bioentities_symbol	WNT2	7472
WNT3A	WNT3A	hgnc_symbol	WNT3A	89780
WNT4	WNT4	hgnc_symbol	WNT4	54361
WNT3	WNT3	hgnc_symbol	WNT3	7473
