word	source	identifier
3-phosphoglycerate	MESH	C005156
2-phosphoglycerate	MESH	C008885
1,3-bisphosphoglycerate	MESH	C015891
Erythrose-4-phosphate	MESH	C026959
Fructose-6-phosphate	MESH	C027618
Fructose-1,6-bisphosphate	MESH	C029063
Ribulose 5-phosphate	MESH	C031524
Ribose--phosphate xylulose-5-phosphate	MESH	C031625
acylACP	MESH	C053078
eyclopropytimethaxyketo-meroacylACP	MESH	C053078
hydroxyacylACP	MESH	C053078
acyl CoA	MESH	D000214
Fatty acid	MESH	D005227
Fatty acids	MESH	D005227
L-glutamine	MESH	D005973
Glyceraldehyde	MESH	D005985
Glycerol	MESH	D005990
Isocitrate	MESH	D007523
isoleucine	MESH	D007532
d-lactone	MESH	D007783
leucine	MESH	D007930
Malate	MESH	D008293
3-phosphate	MESH	D010710
3phosphate	MESH	D010710
4-phosphate	MESH	D010710
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Valine	MESH	D014633
L-glutamate	MESH	D018698
Glucose-6-phosphate	MESH	D019298
