word	source	identifier
ferulic acid	MESH	C004999
naringenin	MESH	C005273
chrysoeriol	MESH	C007054
eriodictyol	MESH	C007619
coniferyl alcohol	MESH	C010559
tricin	MESH	C017769
"tricin(4""-0-B)G"	MESH	C017769
tricin(4'-0-B)G	MESH	C017769
tricin(4'-0-B)H	MESH	C017769
tricin(4-0-B)S	MESH	C017769
cinnamic acid	MESH	C029010
flavones	MESH	C043562
coniferaldehyde	MESH	C075384
sinapaldehyde	MESH	C075386
p-coumaraldehyde	MESH	C117045
sinapyl alcohol	MESH	C496130
anthocyanins	MESH	D000872
caffeic acid	MESH	D002109
indol-3-glycerol	MESH	D005990
caffeoyl hexose	MESH	D006601
feruloyl hexose	MESH	D006601
phenylalanine	MESH	D010649
phosphate	MESH	D010710
quinic acid	MESH	D011801
tyrosine	MESH	D014443
flavonols	MESH	D044948
kaempferol	MESH	D044949
apigenin	MESH	D047310
luteolin	MESH	D047311
benzoxazinoids	MESH	D048588
