word	source	identifier
Succinyl-CoA	MESH	C012046
Fructose-1,6-bisphosphate Fructose-6-phosphate Glucose-6-phosphate Glucose	MESH	C027618
Glycerol-3-phosphate	MESH	C029620
Acyl-CoA	MESH	D000214
Diacylglycerol	MESH	D004075
Dihydroxyacetone phosphate	MESH	D004099
fatty acids	MESH	D005227
Glyceraldehyde-3-phosphate	MESH	D005986
Isocitrate	MESH	D007523
Malate	MESH	D008293
Malonyl-CoA	MESH	D008316
Oxaloacetate	MESH	D010071
Phosphatidic acid	MESH	D010712
Pyruvate Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Triacylglycerol	MESH	D014280
