word	source	identifier
Geranylgeranyl	MESH	C002963
Glutamic acid	MESH	C030030
D-Glyceraldehyde 3-phosphate	MESH	D005986
Pyruvate	MESH	D011773
Glutamyl	MESH	C097376
Phytoene	MESH	C100185
D-xylulose S5-phosphate	MESH	C031625
S-Aminolevulinic acid	MESH	D000622
5-Carotene	MESH	D002338
Lycopene	MESH	C015329
1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	MESH	C467061
Uroporphyrinogen II	MESH	D014577
Carotene	MESH	D002338
Dimethylallyl	MESH	C043060
Isopentenyl	MESH	C004809
Zeinoxanthin	MESH	C503770
B-Carotene	MESH	D002338
Coproporphyrinogen	MESH	D003305
Zaxanthin		
Lutein	MESH	D014975
Protoporphyrin	MESH	D011524
Antheraxanthin	MESH	C031140
Magnesium protoporphyrin	MESH	C039629
Protochlorophyllide	MESH	D011521
Phytyl	MESH	C529546
Violaxanthin	MESH	C005613
Chlorophyllide	MESH	C034388
Phytyl-PP	MESH	C529546
Abscisic acid Xanthoxin	MESH	C012475
Neoxanthin	MESH	C011947
