word	source	identifier
Squalene 2,3-epoxide	MESH	C002821
Brassicasterol	MESH	C003532
Campestanol	MESH	C003535
Isofucosterol	MESH	C015896
24-epi-Campesterol	MESH	C021273
Campesterol	MESH	C021273
campesterol	MESH	C021273
26-Hydroxy-brassinolide	MESH	C023623
Brassinolide	MESH	C023623
Episterol	MESH	C060242
6a-Hydroxy-castasterone	MESH	C083545
Castasterone	MESH	C083545
Hydroxy-castasterone	MESH	C083545
24-Methylenelophenol	MESH	C114722
6-Oxocampestanol	MESH	C411123
6-Deoxocathasterone	MESH	C437446
6-Deoxocastasterone	MESH	C437447
Sitosterol	MESH	D012855
Stigmasterol	MESH	D013265
