word	source	identifier
Sugar alcohol	MESH	D013402
INO	MESH	C491685
DHAP	MESH	C017202
CYS-CYS	MESH	C082474
CYS	MESH	C082474
SER	MESH	C024649
glycerate-2P	MESH	C008885
VAL	MESH	C502494
GLY	MESH	C518289
pyruvate	MESH	D011773
quinate	MESH	D011801
ALA	MESH	C114767
malonyl-CoA	MESH	D008316
acetyl-CoA -----------  DOXP	MESH	C120117
oxaloacetate	MESH	D010071
PHE	MESH	C040798
DMAPP	MESH	C043060
TYR	MESH	C024558
Citric acid isocitrate	MESH	D007523
2-oxo-glutarate	MESH	D005977
phosphate	MESH	D010710
diphosphate	MESH	D011756
dihydroxyacetone	MESH	D004098
DMAPP dimethylallyl	MESH	C043060
1-deoxy-D-xylulose-5P	MESH	C022219
glyceraldehyde	MESH	D005985
isopentenyl	MESH	C004809
2-C-methyl-D-erythritol-4P	MESH	C114232
phosphoenolpyruvate	MESH	D010728
succinyl	MESH	C035687
GLU	MESH	C027245
GABA	MESH	D005680
ARG	MESH	C545206
cysteine	MESH	D003545
histidine	MESH	C115717
homoserine	MESH	C088386
ornithine	MESH	C008973
Amino acid	MESH	D000596
