word	source	identifier
Mannose	MESH	D008358
Galactose	MESH	D005690
Quinic acid	MESH	D011801
Chlorogenic acid	MESH	D002726
Fructose	MESH	D005632
Sucrose	MESH	D013395
Glucose	MESH	D005947
Shikimic acid	MESH	D012765
Phenylalanine	MESH	C119108
Cinnamic acid	MESH	C029010
Lyxose	MESH	C043333
Glucose6-P	MESH	D005947
Inositol	MESH	D007294
Serine	MESH	C047902
Fructose6-P	MESH	D005632
Glycine	MESH	D005998
Leucine	MESH	C038361
Alanine	MESH	D000409
Threonine	MESH	C061951
Isoleucine	MESH	C043801
Pyruvic acid	MESH	D019289
Valine	MESH	C521924
Citric acid	MESH	D019343
Glutamine	MESH	C578860
Oxalic acid	MESH	D019815
Aconitic acid	MESH	D000156
Aspartate		
Malic acid	MESH	C030298
Isocitric acid	MESH	C034219
Asparagine	MESH	C050801
TCA	MESH	C000589078
Fumaric acid	MESH	C032005
ketoglutaric acid	MESH	D007656
Glutamate		
Proline	MESH	C489032
Succinic acid	MESH	D019802
Putrescine	MESH	D011700
