word	symbol	source	hgnc_symbol	entrez
PDE4	PDE4	bioentities_symbol	PDE4D	5144
PKA	PKA	bioentities_symbol	PRKACA	5566
PDE	PDE	bioentities_symbol	PDE8B	8622
PDE4	PDE4	bioentities_symbol	PDE4B	5142
PKA	PKA	bioentities_symbol	PRKAR1B	5575
PLC	PLC	bioentities_symbol	PLCG1	5335
PDE4	PDE4	bioentities_symbol	PDE4A	5141
PKC	PKC	bioentities_symbol	PRKCE	5581
PDE4	PDE4	bioentities_symbol	PDE4C	5143
PKC	PKC	bioentities_symbol	PRKCA	5578
PLA2	PLA2	bioentities_symbol	PLA2G2C	391013
PLA2	PLA2	bioentities_symbol	PLA2G3	50487
PKA	PKA	bioentities_symbol	PRKAR1A	5573
PLA2	PLA2	bioentities_symbol	PLA2G2A	5320
PLC	PLC	bioentities_symbol	PLCB2	5330
PKA	PKA	bioentities_symbol	PRKACB	5567
PLA2	PLA2	bioentities_symbol	PLA2G1B	5319
PKC	PKC	bioentities_symbol	PRKCZ	5590
PKG	PKG	hgnc_alias_symbol	PRKG1	5592
PKA	PKA	bioentities_symbol	PRKAR2A	5576
PKA	PKA	bioentities_symbol	PRKACG	5568
PKC	PKC	bioentities_symbol	PRKD3	23683
PLA2	PLA2	bioentities_symbol	PLA2G2E	30814
PDE	PDE	bioentities_symbol	PDE6B	5158
PLA2	PLA2	bioentities_symbol	PLA2G4C	8605
PLC	PLC	bioentities_symbol	PLCD3	113026
PLC	PLC	bioentities_symbol	PLCB1	23236
PLC	PLC	bioentities_symbol	PLCE1	51196
PKC	PKC	bioentities_symbol	PRKCG	5582
PLC	PLC	bioentities_symbol	PLCB3	5331
PLC	PLC	bioentities_symbol	PLCB4	5332
PLC	PLC	bioentities_symbol	PLCD1	5333
AC	AC	bioentities_symbol	ADCY1	107
PKA	PKA	bioentities_symbol	PRKAR2B	5577
PLA2	PLA2	bioentities_symbol	PLA2G4D	283748
PLC	PLC	bioentities_symbol	PLCZ1	89869
vWF	VWF	hgnc_symbol	VWF	7450
PKC	PKC	bioentities_symbol	PRKCB	5579
PKC	PKC	bioentities_symbol	PRKCD	5580
AC	AC	bioentities_symbol	ADCY9	115
ADP	ADP	hgnc_alias_symbol	WDTC1	23038
PDE	PDE	bioentities_symbol	PDE4B	5142
PKC	PKC	bioentities_symbol	PRKCH	5583
PKC	PKC	bioentities_symbol	PRKCI	5584
PKC	PKC	bioentities_symbol	PRKCQ	5588
NOS	NOS	bioentities_symbol	NOS1	4842
PLC	PLC	bioentities_symbol	PLCG2	5336
PLC	PLC	bioentities_symbol	PLCD4	84812
PDE	PDE	bioentities_symbol	PDE1A	5136
PDE	PDE	bioentities_symbol	PDE1C	5137
PDE	PDE	bioentities_symbol	PDE2A	5138
PDE	PDE	bioentities_symbol	PDE3A	5139
PDE	PDE	bioentities_symbol	PDE3B	5140
PDE	PDE	bioentities_symbol	PDE4A	5141
PDE	PDE	bioentities_symbol	PDE6A	5145
PLA2	PLA2	bioentities_symbol	PLA2G4A	5321
PLA2	PLA2	bioentities_symbol	PLA2G5	5322
PLA2	PLA2	bioentities_symbol	PLA2G7	7941
PDE	PDE	bioentities_symbol	PDE1B	5153
PLA2	PLA2	bioentities_symbol	PLA2G2F	64600
PLA2	PLA2	bioentities_symbol	PLA2G2D	26279
PDE	PDE	bioentities_symbol	PDE9A	5152
AC	AC	bioentities_symbol	ADCY8	114
PLA2	PLA2	bioentities_symbol	PLA2G12B	84647
AC	AC	bioentities_symbol	ADCY6	112
AC	AC	bioentities_symbol	ADCY7	113
Fibrinogen	Fibrinogen	bioentities_symbol	FGG	2266
GC	GC	hgnc_symbol	GC	2638
Fibrinogen	Fibrinogen	bioentities_symbol	FGA	2243
Fibrinogen	Fibrinogen	bioentities_symbol	FGB	2244
AC	AC	bioentities_symbol	ADCY10	55811
AC	AC	bioentities_symbol	ADCY2	108
AC	AC	bioentities_symbol	ADCY3	109
AC	AC	bioentities_symbol	ADCY4	196883
AC	AC	bioentities_symbol	ADCY5	111
PDE	PDE	bioentities_symbol	PDE4C	5143
PDE	PDE	bioentities_symbol	PDE4D	5144
PDE	PDE	bioentities_symbol	PDE11A	50940
PDE	PDE	bioentities_symbol	PDE10A	10846
NOS	NOS	bioentities_symbol	NOS3	4846
PDE	PDE	bioentities_symbol	PDE7B	27115
PDE	PDE	bioentities_symbol	PDE8A	5151
NOS	NOS	bioentities_symbol	NOS2	4843
PDE	PDE	bioentities_symbol	PDE6C	5146
PDE	PDE	bioentities_symbol	PDE7A	5150
PLA2	PLA2	bioentities_symbol	PLA2G10	8399
PLA2	PLA2	bioentities_symbol	PLA2G6	8398
PLA2	PLA2	bioentities_symbol	PLA2G12A	81579
