word	source	identifier
Glucose	MESH	D005947
TAG	MESH	C069631
Glycerol-3-phosphate	MESH	C029620
G-3-P	MESH	D010695
DHAP	MESH	C017202
Omega-3 fatty acids	MESH	D015525
Omega-6 fatty acids	MESH	D043371
pyruvate	MESH	D011773
acetyl CoA	MESH	D000105
NADPH	MESH	D009249
e-Linedeie acid ALA	MESH	C114767
Linoleic acid	MESH	D008041
NADP	MESH	D009249
oxaloacetate	MESH	D010071
malate	MESH	D008293
NAD NADH	MESH	D009243
Acetyl-CoA	MESH	D000105
citrate	MESH	C102006
Oxaloacetate	MESH	D010071
acyl-Co A	MESH	D000214
Giyoerol-phosphate	MESH	D010710
TCA	MESH	C000589078
isocitrate	MESH	D007523
EPA	MESH	C062422
Lipophosphatidic acid	MESH	D000596
LPA	MESH	C522988
Malonyl	MESH	D008316
phosphane	MESH	C044646
ketoglutarate	MESH	C029743
Co A	MESH	C065987
Fatty-acyl-ACP	MESH	D000214
Fatty Acids	MESH	D005227
PAP	MESH	C457660
FADSZ		
AMP	MESH	D000249
Phosphatidic acid	MESH	D010712
DHA	MESH	C111716
Acyl CoA	MESH	D000214
