word	source	identifier
Acetyl-CoA	MESH	D000105
ADP	MESH	D000244
P	MESH	D010695
ATP	MESH	D000255
CoA	MESH	C065987
Glucose	MESH	D005947
Oxaloacetate	MESH	D010071
Citrate	MESH	C102006
NADP	MESH	D009249
NADPH	MESH	D009249
CO	MESH	D002245
2-Oxoglutarate	MESH	C029743
NAD	MESH	D009243
NADH	MESH	D009243
1,3-Diphosphoglycerate	MESH	C015891
Malate	MESH	D008293
Glutamate		
6-P-Gluc-NH	MESH	C061039
Serine	MESH	C047902
Glutamine	MESH	C578860
Fumarate	MESH	D005650
Isocitrate	MESH	D007523
Succinyl-CoA	MESH	C012046
GDP	MESH	D006153
GTP	MESH	D006160
Succinate	MESH	D013386
