word	source	identifier
Glucose-alanine	MESH	D005947
Amino acid	MESH	D000596
Glutamate		
Glutamine	MESH	C578860
Alanine	MESH	D000409
2,8-Dihydrosyquinoline	MESH	C090700
Quinolinie acid	MESH	D000596
Alanine-glucose	MESH	D005947
UTP	MESH	D014544
Pyruyic acid	MESH	D000596
Glucose-6-phosphateRibotide Nucleje acid	MESH	D019298
TCytosin		
N-Carbamyl-glutamate		
Histidine	MESH	C115717
Pentose phosphate	MESH	D010429
N-Acetyl-D-galactosamine	MESH	D000116
4-Dihydroxy-2-naphthoic acid	MESH	C024023
Acetyl-Co	MESH	D000105
Glucose	MESH	D005947
DHAP	MESH	C017202
Asparagine	MESH	C050801
4-Pyridoxic acid	MESH	D011735
glycerol 1-phosphate	MESH	C029620
TCA	MESH	C000589078
Diglycerol	MESH	C409185
Succinyl-CoA	MESH	C012046
Glycerol	MESH	D005990
D-galacturonic acid	MESH	C007819
Alpha-ketoglutarie acid	MESH	C002934
Succinate	MESH	D013386
Tyrocine		
Urea	MESH	D014508
Omithine		
Fatty acid	MESH	D005227
Tartronic acid	MESH	C032973
Aminomalonic acid	MESH	C019249
Homogentisic acid	MESH	D006713
Citruline	MESH	C113426
5-Aminovaleric acid	MESH	C004387
