word	source	identifier
Sucrose	MESH	D013395
Fructose	MESH	D005632
Arabinose	MESH	D001089
Arabinitol	MESH	C014999
Mannose	MESH	D008358
Glucose	MESH	D005947
Gluconic	MESH	C030691
Xylose	MESH	D014994
Xylitol	MESH	D014993
Ribose	MESH	D012266
Myoinositol	MESH	D007294
Oxalic acid	MESH	D019815
Ascorbate	MESH	D001205
Alanine	MESH	D000409
Glycine	MESH	D005998
Glycerol	MESH	D005990
Glycerol-3-P	MESH	D005990
Serine	MESH	C047902
Leucine	MESH	C038361
Valine	MESH	C521924
Shikimic acid	MESH	D012765
Tryptophan		
Lactic acid	MESH	D019344
Isoleucine	MESH	C043801
Acetyl-CoA	MESH	D000105
Asparagine	MESH	C050801
Citrate	MESH	C102006
Tyrosine		
Aspartate		
Lysine	MESH	C114808
Palmitic acid	MESH	D019308
Phenylalanine	MESH	C119108
Methionine	MESH	D008715
Malic acid	MESH	C030298
B-Alanine	MESH	D000409
cis-Aconitic acid	MESH	D000156
Glutamine	MESH	C578860
L-5-Oxoproline	MESH	D011761
Threonine	MESH	C061951
TCA	MESH	C000589078
Fumarate	MESH	D005650
Nicotinate	MESH	D009525
Glutamic acid	MESH	C030030
Proline	MESH	C489032
Piperidine	MESH	D010880
Succinate	MESH	D013386
Cadaverine	MESH	D002103
GABA	MESH	D005680
Succinic semialdehyde	MESH	C009338
2-Butanedioic acid	MESH	D019802
Ornithine	MESH	C008973
