word	source	identifier
Sedoheptulose	MESH	C003011
3-phosphoglycerate	MESH	C005156
6-phosphogluconate	MESH	C008884
Propionyl-CoA	MESH	C009061
Succinyl-CoA	MESH	C012046
Fructose 6-phosphate	MESH	C027618
Fructose 1,6-bisphosphate	MESH	C029063
Ribulose 5-phosphate	MESH	C031524
Ribose 5-phosphate	MESH	C031626
Erythrose	MESH	C073321
Aspartate	MESH	D001224
Dihydroxyacetone	MESH	D004098
Glucose	MESH	D005947
Glyceraldehyde 3-phosphate	MESH	D005986
Malate	MESH	D008293
Oxaloacetate	MESH	D010071
4-phosphate	MESH	D010710
7-phosphate	MESH	D010710
phosphate	MESH	D010710
Phosphoenolpyruvate	MESH	D010728
Pyruvate	MESH	D011773
Succinate	MESH	D013386
Glutamate	MESH	D018698
Glucose 6-phosphate	MESH	D019298
