word	source	identifier
5-Hydroxyindoleacetic acid	MESH	D006897
5-HIAA	MESH	D006897
Melatonin	MESH	D008550
5-Hydroxytryptophan		
5-HTP	MESH	C079290
5-Hydroxytryptamine	MESH	D012701
5-HT	MESH	D012701
Tryptophan		
Tryptamine	MESH	C030820
Xanthurenic acid	MESH	C028330
Indoleamine		
Kyurenine		
3-Hydroxykynurenine	MESH	C402223
3-NK	MESH	C006007
Kynurenine	MESH	C029366
KYN	MESH	C105630
KYNU		
Kynurenic acid	MESH	D007736
KA	MESH	D007608
3-Hydroxyanthranilic acid	MESH	D015095
Anthranilic acid	MESH	C031385
3-Hydroxyanthranilate	MESH	C026381
Z-NAO	MESH	C041691
2-Amino-3-carboxymuconate	MESH	C558759
semialdehyde	MESH	C009338
2-Amino-muconate	MESH	C432472
Picolinic acid	MESH	C030614
Quinolinic acid	MESH	D017378
