word	source	identifier
arginine	MESH	D001127
ammonia	MESH	D000641
choline	MESH	D002794
agamatine		
proline	MESH	C489032
putrescine	MESH	D011700
polyamines	MESH	D011073
formate	MESH	D005561
urea	MESH	D014508
nitrite	MESH	D009573
lysine	MESH	C114808
nitrate	MESH	D009566
glycine	MESH	D005998
butyrate	MESH	D002087
5-amino pentanoate	MESH	D014631
amino acids	MESH	D000596
acetoin	MESH	D000093
sucrose	MESH	D013395
glucose	MESH	D005947
pyruvate	MESH	D011773
acetate	MESH	D000085
Citric acid	MESH	D019343
Succinate	MESH	D013386
malate	MESH	D008293
oxaloacetate	MESH	D010071
lactate	MESH	D019344
propionate	MESH	D011422
citrate	MESH	C102006
acetylaldehyde		
ethanol	MESH	D000431
bicarbonate	MESH	D001639
carbon dioxide	MESH	D002245
