word	source	identifier
Glucose	MESH	D005947
Ru5P	MESH	D012428
NOVO PURINE	MESH	D011687
Glutamine	MESH	C578860
DUMP DTMP	MESH	D013938
Thymidine	MESH	D013936
dATP	MESH	C115029
Thymine	MESH	D013941
Pyruvate	MESH	D011773
DUDP		
AMP	MESH	D000249
GMP	MESH	C068152
UDP	MESH	D014530
UTP	MESH	D014544
Adenosine	MESH	D000241
Inosine	MESH	D007288
Guanosine	MESH	D006151
Uridine	MESH	D014529
Cytidine	MESH	D003562
Adenine	MESH	D000225
Guanine	MESH	D006147
Hypoxanthine	MESH	D019271
Uracil	MESH	D014498
Cytosine	MESH	D003596
