word	source	identifier
glutathione	MESH	D005978
succinate	MESH	D013386
glutathione-succinate-NFKB	MESH	D005978
Mono-methyl fumarate	MESH	D005650
MMF	MESH	C113397
thiols	MESH	D013438
Succinic acid	MESH	D019802
Dimethyl fumarate	MESH	C056020
DMF	MESH	C503868
Fumaric acid	MESH	C032005
Malic acid	MESH	C030298
fumarate	MESH	D005650
glutathione-succinate	MESH	D005978
thio-succinate	MESH	D013386
ester carbonyl	MESH	C548957
superoxide	MESH	D013481
coenzyme-A-SH	MESH	C014393
succinyl-CoA	MESH	C012046
malate-CoA	MESH	D008293
CoA	MESH	C065987
