word	source	identifier
caffeate	MESH	C042405
2,3-butanediol	MESH	C026978
Caffeate	MESH	C042405
NADH	MESH	D009243
acetate	MESH	D000085
NAD	MESH	D009243
2H	MESH	D006859
hydrocaffeyl-CoA	MESH	C065987
FAcetyl-CoA	MESH	C065987
Acetate	MESH	D000085
hydrocaffeate		
Na	MESH	D012964
1,2-propanediol	MESH	D019946
NAD+	MESH	D009243
ADP	MESH	D000244
Pi	MESH	D005165
Fructose	MESH	D005632
1,2-propanediol ThATP	MESH	D013910
propanol	MESH	D020005
propionate	MESH	D011422
Alanine	MESH	D000409
glycine	MESH	D005998
iron	MESH	D007501
Acetyl-P	MESH	D010695
Acetyl	MESH	C011632
tungsten	MESH	D014414
molybdenum	MESH	D008982
Pyruvate	MESH	D011773
methyl-THF dimethylglycine	MESH	C025138
zinc	MESH	D015032
