word	source	identifier
Docosatetraenoic acid FADS19 Docosapentaenoic acid	MESH	C026219
FADS15 Stearidonic acid	MESH	C062895
Tetracosapentaenoic acid	MESH	C099830
Tetracosahexaenoic acid	MESH	C099831
ALA	MESH	D000409
Arachidonic acid	MESH	D001095
Docosapentaenoic acid FADS19 Docosahexaenoic acid	MESH	D004281
Linoleic acid	MESH	D008041
Linolenic acid	MESH	D008042
Oleic acid	MESH	D009829
Stearic acid	MESH	D013229
THA	MESH	D013619
FADS17 Eicosapentaenoic acid	MESH	D015118
Palmitic acid	MESH	D019308
